design	count
FI998252_PosMidGr_surfA_repeat_thread6_0010	435858.0
FI998252_greNegDEY_surfA_antirep_thread8_0086	183556.0
FI998143_H40LIM40_surfB_repeat_thread3_0007	168078.0
unassigned_chimera_FI998252_greNegDEY_surfA_antirep_thread8_0086	117446.0
unassigned	95811.0
FI998252_PosMidGr_surfA_repeat_thread6_0010_chimera_unassigned	95764.0
FI998252_greNegDEY_surfA_antirep_thread8_0086_chimera_unassigned	81147.0
FI998252_His20Cys20_surfB_repeat_thread2_0008	74749.0
FI998143_H40LIM40_surfB_repeat_thread3_0007_chimera_unassigned	41670.0
FI998252_His20Cys20_surfB_repeat_thread2_0008_chimera_unassigned	17492.0
unassigned_chimera_FI998252_PosMidGr_surfA_repeat_thread6_0010	881.0
FI998143_Pos60_surfB_repeat_thread6_0018	300.0
FI998252_Pos90_surfA_repeat_thread1_0007	256.0
FI998252_PolyLys_surfA_repeat_thread6_0020_chimera_unassigned	237.0
unassigned_chimera_FI998143_H40LIM40_surfB_repeat_thread3_0007	230.0
unassigned_chimera_FI998252_His20Cys20_surfB_repeat_thread2_0008	107.0
FI998143_Thr60_surfA_repeat_thread7_0015	93.0
FI998143_Pos60_surfB_repeat_thread6_0018_chimera_unassigned	90.0
FI998252_Pos90_surfA_repeat_thread1_0007_chimera_unassigned	45.0
FI998252_PolyLys_surfA_repeat_thread6_0020_chimera_FI998252_greNegDEY_surfA_antirep_thread8_0086	24.0
FI998143_Thr60_surfA_repeat_thread7_0015_chimera_unassigned	20.0
FI998252_PolyLys_surfA_repeat_thread6_0020_chimera_FI998252_PosMidGr_surfA_repeat_thread6_0010	4.0
FI998252_PosMidGr_surfA_repeat_thread6_0010_chimera_FI998143_H40LIM40_surfB_repeat_thread3_0007	2.0
FI998252_greNegDEY_surfA_antirep_thread8_0086_chimera_FI998252_PosMidGr_surfA_repeat_thread6_0010	1.0
FI998252_Neg60_surfA_antirep_thread9_0007	0.0
FI998252_Q65N25_surfA_repeat_thread3_0021	0.0
FI998252_S35T35_surfA_antirep_thread3_0013	0.0
FI998252_S35T35_surfA_antirep_thread7_0023	0.0
FI998252_S35T35_surfB_antirep_thread7_0066	0.0
FI998252_S35T35_surfB_antirep_thread3_0082	0.0
FI998252_Thr90_surfB_antirep_thread3_0041_CHIMERA_FI998252_S35T35_surfB_antirep_thread3_0082	0.0
FI998252_S35T35_surfA_antirep_thread3_0013_CHIMERA_FI998252_Thr60_surfA_repeat_thread1_0007	0.0
FI998252_Q65N25_surfB_repeat_thread1_0023	0.0
FI998252_Q65N25_surfA_antirep_thread8_0076	0.0
FI998252_Thr60_surfA_antirep_thread8_0005	0.0
FI998252_S35T35_surfA_repeat_thread8_0019	0.0
FI998252_Thr90_surfB_antirep_thread3_0041	0.0
FI998143_PosMidGr_surfA_antirep_thread9_0078	0.0
FI998252_Thr60_surfA_antirep_thread3_0008	0.0
FI998252_Thr60_surfA_repeat_thread1_0007_CHIMERA_FI998252_Thr60_surfA_antirep_thread3_0008	0.0
FI998252_Q65N25_surfA_antirep_thread4_0074	0.0
FI998143_PosMidGr_surfA_antirep_thread6_0047	0.0
FI998143_PosGre45_surfA_antirep_thread1_0019	0.0
FI998143_PosGre45_surfA_antirep_thread9_0088	0.0
FI998143_Pos60_surfA_antirep_thread5_0030	0.0
FI998143_Pos90_surfA_antirep_thread7_0024	0.0
FI998252_S35T35_surfB_repeat_thread3_0015	0.0
FI998143_PosMidGr_surfB_antirep_thread1_0079	0.0
FI998143_NegGre45_surfA_repeat_thread4_0012	0.0
FI998143_PosMidGr_surfA_repeat_thread3_0014	0.0
FI998252_PosGre45_surfA_antirep_thread4_0060	0.0
FI998252_PosMidGr_surfB_antirep_thread3_0022	0.0
FI998252_PosGre45_surfB_repeat_thread2_0014	0.0
FI998252_PosGre45_surfA_antirep_thread3_0001	0.0
FI998252_PosMidGr_surfA_repeat_thread5_0005	0.0
FI998252_PosMidGr_surfB_repeat_thread3_0009_CHIMERA_FI998252_PosMidGr_surfA_repeat_thread5_0005	0.0
FI998252_PosMidGr_surfB_repeat_thread4_0018	0.0
FI998252_Q65N25_surfB_antirep_thread3_0066	0.0
FI998252_greNegDEY_surfB_antirep_thread4_0100	0.0
FI998252_PosGre45_surfA_repeat_thread4_0006	0.0
FI998252_PosMidGr_surfA_antirep_thread9_0003	0.0
FI998252_PosMidGr_surfA_antirep_thread3_0063	0.0
FI998143_Pos60_surfB_repeat_thread6_0004	0.0
FI998252_Thr90_surfA_repeat_thread8_0012	0.0
FI998143_Pos90_surfA_antirep_thread2_0081	0.0
FI998143_Pos60_surfA_repeat_thread4_0005	0.0
FI998143_Pos60_surfA_repeat_thread6_0016	0.0
FI998143_Pos60_surfA_antirep_thread6_0100	0.0
FI998143_PosMidGr_surfA_repeat_thread2_0003	0.0
FI998252_Pos60_surfB_antirep_thread7_0088	0.0
FI998143_DEAroMidGr_surfB_antirep_thread7_0087	0.0
FI998252_Neg60_surfA_antirep_thread4_0089	0.0
FI998252_Pos60_surfA_repeat_thread7_0009	0.0
FI998252_Pos60_surfA_antirep_thread2_0065	0.0
FI998252_Pos90_surfA_antirep_thread3_0039	0.0
FI998252_PolyLys_surfA_repeat_thread6_0020	0.0
FI998252_Pos60_surfB_repeat_thread8_0006	0.0
FI998143_Scaffold_0001	0.0
FI_AP_6MRR_Scaffold_0001	0.0
FI998252_Scaffold_0001	0.0
FI998252_NegGre45_surfB_antirep_thread5_0004_CHIMERA_FI998252_Scaffold_0001	0.0
FI_AP_6MRS_Scaffold_0001	0.0
FI998143_lsNeGreDiv_surfA_antirep_thread3_0019	0.0
FI998143_lsNeGreDiv_surfB_antirep_thread9_0031	0.0
