design	count
FI_AP_6MRR_Scaffold_0001	3
FI998252_lsNeGreDiv_surfB_antirep_thread7_0036	3
FI998252_lsNeGreDiv_surfB_antirep_thread1_0045	3
FI998252_PosGre45_surfA_antirep_thread3_0001	3
FI998143_Neg60_surfB_antirep_thread1_0069	3
FI998252_H40LIM40_surfB_antirep_thread3_0093	3
FI998143_His20Cys20_surfA_antirep_thread7_0043	3
FI998143_His20Cys20_surfA_repeat_thread5_0003	3
FI998252_PosGre45_surfA_repeat_thread4_0006	3
FI998143_Val10_Al50_surfA_antirep_thread1_0044	3
FI998143_H40LIM40_surfA_repeat_thread8_0012	3
FI998143_Val10_Al50_surfB_antirep_thread8_0039	3
FI998252_Neg90_surfA_repeat_thread8_0010	3
FI998143_PosMidGr_surfA_antirep_thread9_0078	3
FI998143_S35T35_surfB_repeat_thread3_0005	3
FI998252_H40LIM40_surfA_antirep_thread2_0056	3
FI998252_Neg60_surfB_repeat_thread3_0017	3
FI998143_Neg90_surfA_repeat_thread4_0005	3
FI998252_H40E20D20_surfB_antirep_thread1_0082	3
FI998143_His20Cys20_surfA_repeat_thread4_0003	3
FI998143_lsNeGreDiv_surfA_antirep_thread8_0037	2
FI998252_His20Cys20_surfA_repeat_thread4_0022	2
FI998143_H40E20D20_surfB_antirep_thread2_0038	2
FI998252_Val10_Al50_surfB_repeat_thread7_0016	2
FI998143_His20Cys20_surfA_antirep_thread6_0045	2
FI998143_H40LIM40_surfA_antirep_thread5_0008	2
FI998143_His20Cys20_surfB_antirep_thread1_0008	2
FI998252_NegGre45_surfA_repeat_thread8_0022	2
FI998252_greNegDEY_surfB_antirep_thread4_0100	2
FI998252_NegDEqQN_surfB_antirep_thread4_0085	2
FI998252_Val10_Al50_surfA_repeat_thread2_0006	2
FI998143_NegGre45_surfA_repeat_thread4_0012	2
FI998252_greNegDEY_surfB_repeat_thread6_0018	2
FI998252_Neg60_surfB_repeat_thread2_0003	2
FI998252_Val10_Al50_surfA_repeat_thread3_0017	2
FI998252_PolyAsp_surfB_repeat_thread7_0020	2
FI998143_S35T35_surfA_repeat_thread7_0011	2
FI998252_Pos60_surfA_antirep_thread2_0065	2
FI998143_Thr60_surfA_repeat_thread7_0015	2
FI998252_S35T35_surfB_repeat_thread3_0015	2
FI998252_PosMidGr_surfA_antirep_thread9_0003	2
FI998252_PosMidGr_surfB_repeat_thread4_0018	2
FI998252_S35T35_surfA_antirep_thread3_0013	2
FI998143_PosMidGr_surfA_antirep_thread6_0047	2
FI998143_S35T35_surfB_repeat_thread5_0014	2
FI998143_PosGre45_surfA_antirep_thread1_0019	2
FI998252_PosGre45_surfA_antirep_thread4_0060	2
FI_AP_6MRS_Scaffold_0001	2
FI998252_Q65N25_surfA_repeat_thread3_0021	2
FI998143_PosMidGr_surfB_repeat_thread9_0002	2
FI998143_Q65N25_surfB_antirep_thread9_0091_CHIMERA_FI998143_Q65N25_surfB_antirep_thread7_0023	2
FI998252_Thr60_surfA_antirep_thread3_0008	2
FI998252_S35T35_surfA_repeat_thread8_0019	1
FI998252_Thr90_surfB_antirep_thread3_0041	1
FI998143_H40E20D20_surfA_repeat_thread5_0019	1
FI998143_H40E20D20_surfA_antirep_thread3_0009	1
FI998252_Q65N25_surfA_antirep_thread8_0076	1
FI998143_PosGre45_surfA_antirep_thread9_0088	1
FI998143_PosMidGr_surfB_antirep_thread1_0079	1
FI998143_PosMidGr_surfA_repeat_thread2_0003	1
FI998143_H40LIM40_surfA_antirep_thread2_0018	1
FI998143_lsNeGreDiv_surfA_repeat_thread2_0009	1
FI998252_Thr90_surfB_antirep_thread3_0041_CHIMERA_FI998252_S35T35_surfB_antirep_thread3_0082	1
FI998252_S35T35_surfB_antirep_thread3_0082	1
FI998252_S35T35_surfA_antirep_thread7_0023	1
FI998143_H40E20D20_surfB_repeat_thread2_0014	1
FI998143_H40LIM40_surfA_repeat_thread1_0007	1
FI998143_H40LIM40_surfB_antirep_thread5_0038	1
FI998252_Thr60_surfA_repeat_thread1_0001	1
FI998252_Q65N25_surfB_antirep_thread3_0066	1
FI998252_Thr90_surfA_repeat_thread8_0012	1
FI998143_Thr60_surfA_repeat_thread5_0014	1
FI998252_His20Cys20_surfA_antirep_thread2_0051	1
FI998252_His20Cys20_surfA_antirep_thread4_0071	1
FI998252_H40LIM40_surfA_antirep_thread1_0026	1
FI998143_Q65N25_surfA_antirep_thread8_0017	1
FI998252_His20Cys20_surfA_repeat_thread1_0009	1
FI998252_Neg60_surfA_antirep_thread9_0007	1
FI998143_NegGre45_surfB_antirep_thread7_0005	1
FI998252_greNegDEY_surfA_repeat_thread5_0021	1
FI998252_NegGre45_surfA_antirep_thread3_0062	1
FI998143_DEAroMidGr_surfA_antirep_thread9_0064	1
FI998143_Pos60_surfA_antirep_thread6_0100	1
FI998252_NegGre45_surfA_antirep_thread8_0086	1
FI998252_greNegDEY_surfA_antirep_thread8_0086	1
FI998252_lsNeGreDiv_surfB_repeat_thread3_0009	1
FI998143_NegDEqQN_surfA_antirep_thread3_0094	1
FI998252_lsNeGreDiv_surfA_antirep_thread5_0060	1
FI998143_Neg60_surfA_repeat_thread1_0016	1
FI998143_DEAroMidGr_surfA_antirep_thread8_0092	1
FI998252_Pos60_surfA_repeat_thread7_0009	1
FI998143_NegDEqQN_surfA_antirep_thread2_0041	1
FI998143_Neg60_surfA_antirep_thread7_0071	1
FI998252_DEAroMidGr_surfA_antirep_thread3_0005	1
FI998143_Neg60_surfA_antirep_thread4_0045	1
FI998252_greNegDEY_surfA_repeat_thread8_0016	1
FI998143_Neg90_surfA_repeat_thread1_0016	1
FI998143_DEAroMidGr_surfB_antirep_thread4_0012	1
FI998252_greNegDEY_surfA_antirep_thread8_0037	1
FI998143_Thr60_surfA_antirep_thread4_0090	0
FI998252_H40E20D20_surfA_repeat_thread9_0008	0
FI998143_Scaffold_0001	0
FI998252_NegGre45_surfB_antirep_thread5_0004_CHIMERA_FI998252_Scaffold_0001	0
FI998143_Neg90_surfA_antirep_thread7_0051	0
FI998252_Val10_Al50_surfA_antirep_thread7_0074	0
FI998143_Q65N25_surfA_antirep_thread4_0005	0
FI998252_His20Cys20_surfB_repeat_thread3_0019	0
FI998143_Q65N25_surfA_repeat_thread9_0019	0
FI998143_lsNeGreDiv_surfB_antirep_thread9_0031_CHIMERA_FI998143_NegGre45_surfB_antirep_thread1_0088	0
FI998143_Q65N25_surfA_repeat_thread4_0005	0
FI998143_lsNeGreDiv_surfA_antirep_thread3_0019	0
FI998143_Thr60_surfA_antirep_thread8_0048	0
FI998143_lsNeGreDiv_surfB_antirep_thread9_0031	0
FI998143_Q65N25_surfB_antirep_thread7_0023_CHIMERA_FI998143_Q65N25_surfB_antirep_thread9_0091	0
FI998143_S35T35_surfA_antirep_thread4_0078	0
FI998143_S35T35_surfA_antirep_thread5_0076	0
FI998252_His20Cys20_surfB_antirep_thread3_0045	0
FI998252_Pos90_surfA_antirep_thread3_0039	0
FI998252_Pos60_surfB_repeat_thread8_0006	0
FI998252_PolyLys_surfA_repeat_thread6_0020	0
FI998252_NegDEqQN_surfA_antirep_thread1_0089	0
FI998252_PosMidGr_surfB_antirep_thread3_0022	0
FI998252_PosMidGr_surfB_antirep_thread2_0074	0
FI998252_Neg60_surfA_antirep_thread4_0089	0
FI998252_PosMidGr_surfA_repeat_thread5_0005	0
FI998143_DEAroMidGr_surfB_repeat_thread9_0020	0
FI998143_Val10_Al50_surfA_repeat_thread1_0021	0
FI998252_PosMidGr_surfB_repeat_thread3_0009_CHIMERA_FI998252_PosMidGr_surfA_repeat_thread5_0005	0
FI998143_H40E20D20_surfA_repeat_thread5_0008	0
FI998252_Thr60_surfA_repeat_thread1_0007_CHIMERA_FI998252_Thr60_surfA_antirep_thread3_0008	0
FI998252_PosMidGr_surfA_antirep_thread3_0063	0
FI998143_Pos60_surfA_repeat_thread6_0016	0
FI998143_Pos60_surfA_antirep_thread5_0030	0
FI998252_Thr60_surfA_antirep_thread8_0005	0
FI998252_Q65N25_surfB_repeat_thread1_0023	0
FI998252_DEAroMidGr_surfB_antirep_thread9_0048	0
FI998252_Neg60_surfA_repeat_thread3_0022	0
FI998252_NegGre45_surfA_repeat_thread3_0017	0
FI998252_S35T35_surfA_antirep_thread3_0013_CHIMERA_FI998252_Thr60_surfA_repeat_thread1_0001	0
FI998143_PosMidGr_surfA_repeat_thread3_0014	0


