design	count
DHR14_5CWH_XtalFit_Pos90_surfB_repeat_thread4_0007_CHIMERA_DHR14_5CWH_XtalFit_Pos90_surfB_antirep_thread8_0008	366
DHR49_5CWJ_XtalFit_greNegDEY_surfA_repeat_thread7_0012	364
2H_15_cap_S35T35_surfA_antirep_thread9_0033	362
DHR14_5CWH_XtalFit_PosMidGrDv_surfB_antirep_thread4_0027	359
2H_15_cap_H40LIM40_surfB_repeat_thread2_0008	358
2H_15_cap_NegGre45_surfB_antirep_thread7_0025	352
DHR14_5CWH_XtalFit_PosMidGr_surfB_antirep_thread9_0048	352
DHR49_5CWJ_XtalFit_DEAroMidGr_surfA_repeat_thread1_0007	352
2H_15_cap_NegGre45_surfA_repeat_thread9_0001	352
DHR14_5CWH_XtalFit_Pos90_surfB_repeat_thread4_0007	349
DHR49_5CWJ_XtalFit_H40E20D20_surfB_repeat_thread8_0004	349
DHR49_5CWJ_XtalFit_H40LIM40_surfA_antirep_thread6_0048	345
DHR49_5CWJ_XtalFit_Val10_Al50_surfB_repeat_thread8_0007	345
DHR49_5CWJ_XtalFit_PosMidGrDv_surfB_repeat_thread1_0004	344
DHR49_5CWJ_XtalFit_DEAroMidGr_surfB_repeat_thread6_0006	336
DHR49_5CWJ_XtalFit_Neg90_surfA_repeat_thread8_0002	334
DHR14_5CWH_XtalFit_posGreDiv_surfA_repeat_thread8_0008	333
DHR14_5CWH_XtalFit_greNegDEY_surfB_repeat_thread4_0003	333
DHR49_5CWJ_XtalFit_NegGre45_surfA_repeat_thread8_0010	331
DHR49_5CWJ_XtalFit_Neg90_surfB_repeat_thread6_0004	330
DHR49_5CWJ_XtalFit_PosMidGrDv_surfA_antirep_thread2_0008	330
DHR14_5CWH_XtalFit_Val10_Al50_surfA_repeat_thread9_0002	323
DHR14_5CWH_XtalFit_S35T35_surfB_repeat_thread3_0003	322
DHR49_5CWJ_XtalFit_Pos90_surfB_antirep_thread1_0004	321
DHR49_5CWJ_XtalFit_H40LIM40_surfB_repeat_thread2_0009	321
2H_15_cap_H40E20D20_surfA_antirep_thread7_0003	320
DHR49_5CWJ_XtalFit_Pos90_surfA_repeat_thread3_0002	319
DHR49_5CWJ_XtalFit_PolyLys_surfA_repeat_thread5_0007	319
2H_15_cap_His20Cys20_surfB_repeat_thread3_0001	316
2H_15_cap_Val10_Al50_surfA_repeat_thread6_0009	316
DHR14_5CWH_XtalFit_NegGre45_surfA_repeat_thread5_0009	316
DHR14_5CWH_XtalFit_Val10_Al50_surfB_repeat_thread8_0009	315
DHR49_5CWJ_XtalFit_H40E20D20_surfA_antirep_thread8_0003	314
DHR49_5CWJ_XtalFit_greNegDEY_surfB_antirep_thread3_0013	312
DHR49_5CWJ_XtalFit_posGreDiv_surfB_antirep_thread1_0043	310
DHR14_5CWH_XtalFit_PosMidGr_surfB_repeat_thread5_0009_CHIMERA_DHR14_5CWH_XtalFit_PosMidGr_surfB_antirep_thread8_0010	308
DHR14_5CWH_XtalFit_PosGre45_surfB_antirep_thread1_0033	307
DHR49_5CWJ_XtalFit_PosGre45_surfA_antirep_thread2_0032	306
DHR14_5CWH_XtalFit_DEAroMidGr_surfA_repeat_thread9_0009	306
DHR49_5CWJ_XtalFit_lsNeGreDiv_surfA_antirep_thread5_0013	305
DHR14_5CWH_XtalFit_PosGre45_surfB_antirep_thread6_0033	304
2H_15_cap_H40LIM40_surfB_repeat_thread1_0002	304
2H_15_cap_greNegDEY_surfB_repeat_thread2_0007	301
DHR49_5CWJ_XtalFit_DEAroMidGr_surfA_antirep_thread7_0022	300
DHR14_5CWH_XtalFit_Pos60_surfA_repeat_thread2_0007	299
DHR14_5CWH_XtalFit_PolyAsp_surfB_repeat_thread3_0006	296
DHR49_5CWJ_XtalFit_DEAroMidGr_surfA_antirep_thread7_0036	293
DHR49_5CWJ_XtalFit_Neg60_surfA_antirep_thread4_0013	291
DHR49_5CWJ_XtalFit_lsNeGreDiv_surfA_repeat_thread5_0005	290
DHR14_5CWH_XtalFit_Val10_Al50_surfB_repeat_thread8_0009_CHIMERA_DHR14_5CWH_XtalFit_PosGre45_surfB_antirep_thread1_0033	289
DHR49_5CWJ_XtalFit_PolyAsp_surfA_repeat_thread6_0009	287
DHR14_5CWH_XtalFit_Pos90_surfA_antirep_thread9_0060	286
2H_15_cap_PosGre45_surfB_repeat_thread7_0002	286
DHR14_5CWH_XtalFit_H40E20D20_surfB_repeat_thread4_0009	284
DHR49_5CWJ_XtalFit_Thr60_surfA_repeat_thread6_0008	284
DHR14_5CWH_XtalFit_NegDEqQN_surfA_repeat_thread1_0009	282
DHR14_5CWH_XtalFit_NegDEqQN_surfB_repeat_thread6_0013_CHIMERA_DHR14_5CWH_XtalFit_PosGre45_surfB_repeat_thread8_0007	280
DHR14_5CWH_XtalFit_PolyLys_surfA_repeat_thread8_0008	279
DHR49_5CWJ_XtalFit_posGreDiv_surfA_antirep_thread8_0039	274
DHR14_5CWH_XtalFit_Neg60_surfA_antirep_thread5_0038	273
DHR14_5CWH_XtalFit_NegDEqQN_surfA_antirep_thread5_0020	271
DHR49_5CWJ_XtalFit_greNegDEY_surfB_repeat_thread4_0008	271
DHR14_5CWH_XtalFit_Neg60_surfB_repeat_thread6_0001	270
2H_15_cap_H40E20D20_surfB_repeat_thread1_0007	269
DHR49_5CWJ_XtalFit_NegDEqQN_surfA_antirep_thread2_0015	268
DHR49_5CWJ_XtalFit_PolyLys_surfB_repeat_thread5_0009	267
DHR14_5CWH_XtalFit_H40E20D20_surfB_antirep_thread6_0019	266
DHR14_5CWH_XtalFit_greNegDEY_surfB_antirep_thread1_0052	266
DHR49_5CWJ_XtalFit_DEAroMidGr_surfB_antirep_thread3_0026	265
2H_15_cap_greNegDEY_surfB_antirep_thread6_0008	265
DHR14_5CWH_XtalFit_Pos60_surfB_antirep_thread3_0038	264
DHR14_5CWH_XtalFit_NegDEqQN_surfB_repeat_thread6_0013	263
DHR14_5CWH_XtalFit_Thr60_surfB_repeat_thread8_0002	262
DHR14_5CWH_XtalFit_PosMidGr_surfA_antirep_thread5_0021	262
DHR14_5CWH_XtalFit_Neg90_surfB_repeat_thread5_0008	261
DHR14_5CWH_XtalFit_Thr90_surfB_repeat_thread3_0009	261
DHR49_5CWJ_XtalFit_PosMidGr_surfA_antirep_thread5_0017	261
DHR14_5CWH_XtalFit_Neg90_surfA_antirep_thread3_0011	261
DHR14_5CWH_XtalFit_S35T35_surfB_antirep_thread5_0021_CHIMERA_DHR14_5CWH_XtalFit_H40LIM40_surfB_antirep_thread9_0029	261
2H_15_cap_PosMidGr_surfB_antirep_thread1_0052	260
DHR49_5CWJ_XtalFit_NegGre45_surfA_repeat_thread4_0007	259
2H_15_cap_lsNeGreDiv_surfA_antirep_thread2_0002	259
DHR14_5CWH_XtalFit_PosGre45_surfA_antirep_thread9_0003	257
2H_15_cap_PosMidGrDv_surfA_antirep_thread7_0053	257
2H_15_cap_NegGre45_surfB_repeat_thread3_0008	253
DHR14_5CWH_XtalFit_Pos90_surfA_repeat_thread4_0005	247
DHR14_5CWH_XtalFit_PosMidGrDv_surfA_antirep_thread9_0017	246
2H_15_cap_His20Cys20_surfA_antirep_thread8_0018	245
2H_15_cap_PosMidGr_surfA_repeat_thread6_0011	244
2H_15_cap_DEAroMidGr_surfB_repeat_thread3_0005	243
DHR49_5CWJ_XtalFit_Val10_Al50_surfB_antirep_thread8_0031	241
DHR14_5CWH_XtalFit_H40E20D20_surfA_antirep_thread6_0048	237
DHR49_5CWJ_XtalFit_S35T35_surfB_repeat_thread2_0009	235
DHR49_5CWJ_XtalFit_Pos60_surfA_repeat_thread9_0008	235
DHR14_5CWH_XtalFit_Neg90_surfB_repeat_thread6_0007	234
2H_15_cap_Neg60_surfB_repeat_thread2_0005	233
DHR14_5CWH_XtalFit_Neg90_surfB_antirep_thread3_0022	227
DHR14_5CWH_XtalFit_Thr90_surfA_repeat_thread9_0012	226
DHR49_5CWJ_XtalFit_Val10_Al50_surfA_repeat_thread9_0006	219
DHR49_5CWJ_XtalFit_PosMidGr_surfA_repeat_thread6_0005	219
2H_15_cap_greNegDEY_surfB_repeat_thread4_0013	216
2H_15_cap_DEAroMidGr_surfA_repeat_thread8_0003	216
DHR49_5CWJ_XtalFit_Pos90_surfB_repeat_thread1_0002	215
2H_15_cap_PolyLys_surfA_antirep_thread4_0051	210
DHR49_5CWJ_XtalFit_NegDEqQN_surfB_antirep_thread2_0022	206
2H_15_cap_PosMidGr_surfA_antirep_thread8_0021	206
DHR14_5CWH_XtalFit_DEAroMidGr_surfA_antirep_thread3_0014	205
DHR49_5CWJ_XtalFit_PosGre45_surfA_repeat_thread3_0005	201
DHR49_5CWJ_XtalFit_PosGre45_surfA_antirep_thread6_0021	201
DHR49_5CWJ_XtalFit_PosMidGrDv_surfA_antirep_thread3_0008	201
2H_15_cap_S35T35_surfB_repeat_thread6_0009	200
2H_15_cap_PosGre45_surfA_repeat_thread7_0010	200
2H_15_cap_Q65N25_surfA_repeat_thread2_0008	195
DHR14_5CWH_XtalFit_His20Cys20_surfA_repeat_thread8_0011_CHIMERA_DHR14_5CWH_XtalFit_H40E20D20_surfA_repeat_thread2_0008	195
2H_15_cap_NegDEqQN_surfB_repeat_thread3_0003	191
DHR49_5CWJ_XtalFit_lsNeGreDiv_surfA_repeat_thread5_0001	190
2H_15_cap_PolyAsp_surfB_antirep_thread5_0029	189
2H_15_cap_PosMidGrDv_surfA_repeat_thread4_0008	187
DHR49_5CWJ_XtalFit_Thr60_surfA_antirep_thread3_0017	183
DHR14_5CWH_XtalFit_Neg60_surfA_repeat_thread8_0001	183
2H_15_cap_Neg60_surfA_repeat_thread1_0012	183
DHR14_5CWH_XtalFit_PosMidGr_surfB_repeat_thread6_0009	183
2H_15_cap_DEAroMidGr_surfB_repeat_thread6_0002	182
2H_15_cap_NegDEqQN_surfB_repeat_thread8_0003	179
2H_15_cap_PosGre45_surfA_antirep_thread9_0003	178
2H_15_cap_Thr60_surfA_repeat_thread7_0010	178
2H_15_cap_greNegDEY_surfA_antirep_thread4_0042	176
2H_15_cap_Pos90_surfB_antirep_thread7_0047	176
2H_15_cap_NegGre45_surfB_antirep_thread9_0002	176
2H_15_cap_His20Cys20_surfA_antirep_thread5_0039	176
DHR49_5CWJ_XtalFit_Pos90_surfA_repeat_thread7_0007	174
2H_15_cap_Pos60_surfA_antirep_thread4_0049	173
DHR49_5CWJ_XtalFit_H40E20D20_surfA_repeat_thread9_0006	168
DHR49_5CWJ_XtalFit_Thr60_surfB_antirep_thread1_0017	167
DHR14_5CWH_XtalFit_PolyLys_surfA_repeat_thread9_0003	166
DHR14_5CWH_XtalFit_lsNeGreDiv_surfA_repeat_thread4_0006	166
DHR14_5CWH_XtalFit_PosMidGrDv_surfB_antirep_thread6_0049	166
DHR14_5CWH_XtalFit_Thr60_surfA_repeat_thread1_0005	164
2H_15_cap_Neg90_surfB_antirep_thread9_0066	163
DHR49_5CWJ_XtalFit_Neg90_surfA_repeat_thread4_0010	163
2H_15_cap_DEAroMidGr_surfB_antirep_thread2_0041	162
DHR49_5CWJ_XtalFit_Thr60_surfA_antirep_thread4_0040	161
DHR14_5CWH_XtalFit_His20Cys20_surfB_antirep_thread8_0006	159
DHR49_5CWJ_XtalFit_DEAroMidGr_surfB_repeat_thread9_0007	158
DHR49_5CWJ_XtalFit_Pos90_surfA_antirep_thread7_0006	157
DHR14_5CWH_XtalFit_posGreDiv_surfB_repeat_thread5_0006	157
DHR49_5CWJ_XtalFit_Q65N25_surfA_repeat_thread9_0008	157
2H_15_cap_PosMidGrDv_surfB_repeat_thread4_0009	157
DHR49_5CWJ_XtalFit_Q65N25_surfB_antirep_thread7_0037	156
DHR49_5CWJ_XtalFit_posGreDiv_surfA_antirep_thread2_0016	156
DHR49_5CWJ_XtalFit_Thr60_surfB_antirep_thread4_0035	156
DHR49_5CWJ_XtalFit_NegDEqQN_surfA_repeat_thread3_0006	156
2H_15_cap_NegDEqQN_surfB_antirep_thread2_0034	153
DHR49_5CWJ_XtalFit_Neg60_surfA_repeat_thread6_0005	147
DHR49_5CWJ_XtalFit_PosMidGrDv_surfB_antirep_thread9_0015	147
2H_15_cap_Thr60_surfB_repeat_thread7_0003	146
DHR14_5CWH_XtalFit_Q65N25_surfB_antirep_thread1_0036	146
DHR49_5CWJ_XtalFit_lsNeGreDiv_surfB_antirep_thread4_0008	146
2H_15_cap_PosMidGrDv_surfB_repeat_thread3_0003	145
DHR49_5CWJ_XtalFit_H40LIM40_surfA_repeat_thread9_0008	144
2H_15_cap_greNegDEY_surfA_repeat_thread7_0002	144
DHR14_5CWH_XtalFit_NegGre45_surfB_repeat_thread9_0006	144
DHR14_5CWH_XtalFit_Q65N25_surfA_repeat_thread3_0008	144
DHR49_5CWJ_XtalFit_H40LIM40_surfA_antirep_thread2_0018	143
2H_15_cap_Pos60_surfA_antirep_thread7_0035	140
DHR14_5CWH_XtalFit_NegDEqQN_surfB_antirep_thread2_0004	139
DHR49_5CWJ_XtalFit_Val10_Al50_surfB_repeat_thread4_0001	138
DHR49_5CWJ_XtalFit_lsNeGreDiv_surfB_repeat_thread4_0004	138
DHR14_5CWH_XtalFit_Thr90_surfB_repeat_thread1_0001	138
DHR14_5CWH_XtalFit_PosMidGrDv_surfA_antirep_thread7_0010	138
2H_15_cap_Pos90_surfA_repeat_thread7_0006	138
2H_15_cap_posGreDiv_surfA_repeat_thread2_0009	138
DHR49_5CWJ_XtalFit_NegDEqQN_surfA_repeat_thread2_0006	137
2H_15_cap_NegDEqQN_surfB_antirep_thread8_0050	137
DHR49_5CWJ_XtalFit_Q65N25_surfB_antirep_thread8_0045	137
DHR14_5CWH_XtalFit_PosMidGrDv_surfB_repeat_thread3_0008	135
2H_15_cap_H40E20D20_surfA_repeat_thread3_0003	135
DHR14_5CWH_XtalFit_lsNeGreDiv_surfA_repeat_thread4_0006_CHIMERA_DHR14_5CWH_XtalFit_Neg90_surfA_repeat_thread8_0008	133
2H_15_cap_H40E20D20_surfB_repeat_thread9_0006	132
2H_15_cap_Pos60_surfB_repeat_thread1_0009	131
DHR14_5CWH_XtalFit_Pos60_surfA_antirep_thread4_0048	131
DHR49_5CWJ_XtalFit_DEAroMidGr_surfB_antirep_thread9_0031	131
DHR49_5CWJ_XtalFit_Pos90_surfB_antirep_thread3_0044	130
DHR14_5CWH_XtalFit_Neg60_surfB_antirep_thread3_0007	129
DHR49_5CWJ_XtalFit_S35T35_surfA_repeat_thread8_0009	128
2H_15_cap_Neg90_surfA_repeat_thread7_0003	127
2H_15_cap_S35T35_surfB_repeat_thread8_0005	126
DHR14_5CWH_XtalFit_NegGre45_surfB_antirep_thread5_0001	126
DHR14_5CWH_XtalFit_NegDEqQN_surfB_repeat_thread8_0002	126
DHR14_5CWH_XtalFit_greNegDEY_surfB_repeat_thread8_0010	125
DHR49_5CWJ_XtalFit_Q65N25_surfB_repeat_thread5_0002	125
DHR49_5CWJ_XtalFit_S35T35_surfB_antirep_thread1_0026	125
DHR49_5CWJ_XtalFit_Val10_Al50_surfB_antirep_thread8_0014	125
DHR14_5CWH_XtalFit_Pos60_surfB_repeat_thread9_0005	125
2H_15_cap_lsNeGreDiv_surfB_antirep_thread5_0016	124
2H_15_cap_posGreDiv_surfA_repeat_thread5_0003	124
DHR49_5CWJ_XtalFit_PosMidGrDv_surfB_repeat_thread7_0006	123
2H_15_cap_PosMidGrDv_surfA_repeat_thread6_0012	123
DHR14_5CWH_XtalFit_NegDEqQN_surfB_antirep_thread6_0040	120
DHR14_5CWH_XtalFit_Q65N25_surfA_repeat_thread8_0006	119
DHR49_5CWJ_XtalFit_Neg60_surfB_repeat_thread9_0001	119
2H_15_cap_posGreDiv_surfB_repeat_thread8_0011_CHIMERA_2H_15_cap_DEAroMidGr_surfB_antirep_thread4_0030	118
DHR49_5CWJ_XtalFit_Neg90_surfA_antirep_thread5_0046	114
DHR14_5CWH_XtalFit_PolyLys_surfB_repeat_thread1_0003	114
2H_15_cap_Thr60_surfA_antirep_thread5_0004	113
DHR49_5CWJ_XtalFit_PosGre45_surfB_antirep_thread1_0008_CHIMERA_DHR49_5CWJ_XtalFit_NegDEqQN_surfB_antirep_thread4_0006	112
2H_15_cap_Val10_Al50_surfB_repeat_thread1_0009	112
DHR14_5CWH_XtalFit_Pos60_surfA_antirep_thread7_0020	111
DHR49_5CWJ_XtalFit_PosGre45_surfA_repeat_thread5_0006	111
DHR14_5CWH_XtalFit_greNegDEY_surfA_antirep_thread6_0039	109
2H_15_cap_PosMidGr_surfB_antirep_thread9_0024	109
2H_15_cap_His20Cys20_surfA_repeat_thread1_0002	108
DHR49_5CWJ_XtalFit_Thr90_surfA_repeat_thread9_0002	108
DHR49_5CWJ_XtalFit_Thr90_surfB_repeat_thread7_0002	107
DHR14_5CWH_XtalFit_S35T35_surfB_repeat_thread9_0002	106
DHR49_5CWJ_XtalFit_Thr60_surfB_repeat_thread8_0008	105
DHR14_5CWH_XtalFit_DEAroMidGr_surfB_antirep_thread8_0001	105
DHR14_5CWH_XtalFit_DEAroMidGr_surfA_repeat_thread5_0004	105
2H_15_cap_H40LIM40_surfA_antirep_thread5_0009	104
DHR49_5CWJ_XtalFit_Pos60_surfB_repeat_thread2_0003	103
DHR14_5CWH_XtalFit_posGreDiv_surfB_antirep_thread5_0006	101
2H_15_cap_PosMidGr_surfA_antirep_thread6_0006_CHIMERA_2H_15_cap_lsNeGreDiv_surfA_repeat_thread4_0010	100
2H_15_cap_Neg60_surfB_antirep_thread6_0022	98
2H_15_cap_DEAroMidGr_surfB_antirep_thread4_0030_CHIMERA_2H_15_cap_PosGre45_surfB_repeat_thread6_0009	98
DHR49_5CWJ_XtalFit_PosMidGrDv_surfA_repeat_thread5_0002	97
DHR14_5CWH_XtalFit_NegGre45_surfA_antirep_thread9_0045	96
2H_15_cap_H40LIM40_surfB_antirep_thread2_0008	96
DHR49_5CWJ_XtalFit_His20Cys20_surfA_repeat_thread9_0007	96
DHR14_5CWH_XtalFit_greNegDEY_surfB_antirep_thread9_0061	94
DHR49_5CWJ_XtalFit_lsNeGreDiv_surfA_antirep_thread8_0024	94
DHR49_5CWJ_XtalFit_Pos60_surfA_repeat_thread2_0007	94
DHR14_5CWH_XtalFit_PosMidGr_surfA_antirep_thread4_0063	93
DHR14_5CWH_XtalFit_NegDEqQN_surfA_repeat_thread7_0005	93
DHR49_5CWJ_XtalFit_greNegDEY_surfA_repeat_thread7_0007	92
DHR49_5CWJ_XtalFit_His20Cys20_surfB_repeat_thread6_0006	89
DHR49_5CWJ_XtalFit_NegGre45_surfA_antirep_thread2_0011	89
2H_15_cap_H40E20D20_surfB_antirep_thread6_0010	89
DHR49_5CWJ_XtalFit_Q65N25_surfA_antirep_thread6_0037	89
2H_15_cap_PosGre45_surfB_antirep_thread5_0022	89
2H_15_cap_S35T35_surfA_antirep_thread6_0029	88
DHR49_5CWJ_XtalFit_NegGre45_surfB_antirep_thread1_0003	88
DHR49_5CWJ_XtalFit_PosGre45_surfB_antirep_thread1_0008	88
2H_15_cap_Neg90_surfA_antirep_thread2_0066	87
2H_15_cap_greNegDEY_surfB_antirep_thread2_0003	85
2H_15_cap_H40LIM40_surfB_antirep_thread8_0049	85
